"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
-1.54004846909422,-2.36895132298429,2.00640576004585,0.875661396183376,0.798059099187385,1.90656383714784,-0.444362945087194,-0.254968254870015,0.158630089648014,0.311016707893873,-0.468286684232023,1.05085154737056
-1.48083804408471,-2.04063139337097,2.03955529104438,1.1633466026178,0.290614336313341,0.848709567190407,0.0546433993903234,-1.00156715314911,1.05985977611466,-0.720684439623968,0.107999850324786,0.36619968362904
-1.05929299946089,-2.19422794030073,1.46659986100224,1.41583545484396,0.777056368321194,0.373458211875002,-0.787839059993879,-0.185141329424125,-0.00245496941452134,-0.537188606650276,-0.195656719849404,0.834617129426342
-0.433772599504659,-3.21585838896527,1.33803935411021,0.445118196056685,1.04272619822491,0.409600986722126,-0.223607595614251,0.105256862108506,0.0209210327776034,-0.611363928293096,0.34587147652604,0.806779552116653
-2.10475942527736,-0.862989149201421,2.6502096121792,1.63313193377443,0.640117532761718,0.389863373010858,0.114533837465895,-0.0826271027573292,0.0503352363461094,-0.370542093641609,-0.227484318621653,0.831401433992832
-1.12160818683861,-1.42677330815697,1.58788703504243,1.35283721827882,1.72803762477254,0.356398284296365,-0.359546087796149,-0.762358573096503,0.0973495333468042,-0.592684393045108,-0.541884442321498,0.147433550488705
-1.31791082885193,-0.533901229580361,1.79113861940091,0.826961696129345,-0.0725320708287763,0.212729258361968,0.266295971954186,-0.475687973689211,-1.32437732129329,-0.24255374397172,-0.766107653043181,0.283666550078189
-1.63689549001698,-1.73830354537794,1.25252390237535,0.865480965681469,1.12228885492854,0.304657546964839,-0.337357004605029,-0.786088749427767,-0.972896726215495,-0.844812503159279,0.47089496902705,1.08078350016674
-0.756755987288083,-1.44559010800221,1.1449107701043,1.00140257825159,0.892829676430213,-0.532691752154023,-0.705220662540875,1.00055157929466,-0.830080617591267,-0.686017900937406,-0.327799364670138,0.996262541890329
-1.08275650863737,-1.75733488417697,2.49840283206563,1.06033313428978,1.48960174622249,-0.433720745432866,0.396375018101612,-0.917544488077688,0.0134703521770929,-0.531674783276057,-0.021258222309387,0.660967072711185
